timestamp,temp_f,humidity_pct,wind_avg_ms,wind_gust_ms,wind_dir_deg,pressure_mb,precip_mm_interval,uv_index,solar_rad_wm2
2026-03-08 12:03:59,55.8,55,3.0,4.2,172,983.2,0.0,3.5,742
